centro_titular|municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|promedio_x|promedio_y|distancia|row_num
INSTITUTO SECULAR COOPERADORAS DE LA FAMILIA|079|Latina|de Villaviciosa|ESCUELA INFANTIL PRIVADA|5|28024|PRIVADO CONCERTADO|915182642||EIPR|24|915182640|28021641||Madrid-Capital|008|Madrid|10|917118051|4472193.0|434675.0|CALLE|MONSEÑOR ALVES BRAS||cc.monsenoralvesbras.madrid@educa.madrid.org|434675.0|4472193.0|0.0|1
INSTITUTO SECULAR CRUZADA EVANGELICA|049||de la Iglesia|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|3|28821|PRIVADO CONCERTADO|||CPR INF|15|916711120|28002488|http://www.mamajuanita.com|Madrid-Este|004|Coslada|||4475386.0|451763.0|CALLE|MAMA JUANITA||cc.mamajuanita.coslada@educa.madrid.org|451763.0|4475386.0|0.0|1
INSTITUTO SECULAR DE SCHÖENSTATT HERMANAS DE MARIA|115||Alcorcón|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|4|28223|PRIVADO|||CPR INF-PRI|17|917159226|28060491|http://www.colegioschoenstatt.es|Madrid-Oeste|015|Pozuelo de Alarcón|||4476104.0|431004.0|CMNO|COLEGIO NUESTRA SEÑORA DE SCHOENSTATT||secretaria@cnsschoenstatt.es|431004.0|4476104.0|0.0|1
INSTITUTO VOX, S.L. UNIPERSONAL|079|Centro|Gran Vía|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|5|28013|PRIVADO|915471759||CPR ES|59|915471763|28018988||Madrid-Capital|045|Madrid|01|915472753|4474839.0|439850.0|CALLE|VOX||institutovox@institutovox.es|439681.5|4475879.5|1054.0552642058194|1
INTERNATIONAL COLLEGE SPAIN, S.A.|006||de la Vereda Norte|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|1|28109|PRIVADO|916252305||CEXTRAN ESP|3|916502398|28036085||Madrid-Norte|094|Alcobendas||916501035|4485393.0|445603.0|CALLE|INTERNATIONAL COLLEGE SPAIN (EE.UU.)|||445603.0|4485393.0|0.0|1
INVERSIONES TARITA, S.L.|005||Juan Carlos I|ESCUELA INFANTIL PRIVADA|3|28806|PRIVADO|601281618||EIPR|7|918300089|28064597|www.garenaschool.com|Madrid-Este|008|Alcalá de Henares|||4481483.0|466603.0|AVDA|LA GARENA||guarderialagarena@gmail.com|466603.0|4481483.0|0.0|1
INVESTIGACION Y SERVICIOS EDUCATIVOS LOGOS S.A.|127||Sacre|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|4|28232|PRIVADO|||CPR PRI-SEC|2|916303494|28024216|www.logosinternationalschool.es|Madrid-Oeste|073|Rozas de Madrid, Las||916303600|4487814.0|420170.0|CALLE|INSTITUCION EDUCATIVA LOGOS||colegio@colegiologos.com|420170.0|4487814.0|0.0|1
INVESTIGACION Y SERVICIOS EDUCATIVOS LOGOS, S.A.|127||Juníperos|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|4|28232|PRIVADO|||CPR INF|6|916031806|28063180||Madrid-Oeste|004|Rozas de Madrid, Las||916303600|4485874.0|421248.0|CALLE|LOGOS B||nursery@colegiologos.com|421248.0|4485874.0|0.0|1
ISABEL CALLEJO PRADOS|013||de San Isidro|ESCUELA INFANTIL PRIVADA|2|28300|PRIVADO|||EIPR|31|918011165|28059243||Madrid-Sur|008|Aranjuez|||4431240.0|449106.0|CALLE|GARABATOS||garabatos_sur@hotmail.com|449106.0|4431240.0|0.0|1
ISIDORA MOYA FERNANDEZ|079|Hortaleza|de Alejandro Villegas|ESCUELA INFANTIL PRIVADA|5|28043|PRIVADO|||EIPR|48|913000630|28046054|http://www.escuelainfantilgranvia.com|Madrid-Capital|008|Madrid|16||4479746.0|444981.0|CALLE|GRAN VIA||marisamoya.4@gmail.com|444981.0|4479746.0|0.0|1
J.L. DE ORIOL-CATALINA DE URQUIJO DE Mª AUXIL.Y S.JUAN BOSCO|080||Virgen de Iciar|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28221|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|4|913077712|28022839|http://colegiosalesianasmajadahonda.com/|Madrid-Oeste|072|Majadahonda|||4480744.0|428904.0|CALLE|MARIA AUXILIADORA||cc.mauxiliadora.majadahonda@educa.madrid.org|428904.0|4480744.0|0.0|1
JACAR EDUCA S.L..|123||del Jazmín|ESCUELA INFANTIL PRIVADA|3|28523|PRIVADO|626125802||EIPR|11|916665391|28060610|http://escuelanemomarlin.com|Madrid-Este|008|Rivas-Vaciamadrid|||4468349.0|453818.0|CALLE|NEMOMARLIN RIVAS||rivas@escuelanemomarlin.com|453818.0|4468349.0|0.0|1
JARDIN DE INFANCIA EL PARQUE, S.L.|079|Chamartín|del Cardenal Silíceo|ESCUELA INFANTIL PRIVADA|5|28002|PRIVADO|640589119||EIPR|25|914132798|28063672||Madrid-Capital|008|Madrid|05||4477275.0|443181.0|CALLE|EL PARQUE||elparque.escuela@gmail.com|443181.0|4477275.0|0.0|1
JARDIN DE INFANCIA GEMINIS, S.L.|079|Fuencarral-El Pardo|del Collado del Viento|ESCUELA INFANTIL PRIVADA|5|28034|PRIVADO|||EIPR|19|917340455|28060181||Madrid-Capital|008|Madrid|08||4482368.0|440286.0|CALLE|GEMINIS||olgalazara@hotmail.com|440286.0|4482368.0|0.0|1
JARDIN INFANTIL, S.L.|079|Arganzuela|de Embajadores|ESCUELA INFANTIL PRIVADA|5|28045|PRIVADO|||EIPR|173|915278641|28063520|http://jardininfantil.es|Madrid-Capital|008|Madrid|02||4471684.0|441093.0|CALLE|JARDIN INFANTIL||info@jardininfantil.es|441093.0|4471684.0|0.0|1
JARDIN KINDERLAND, S.L.|079|Tetuán|del General Yagüe|ESCUELA INFANTIL PRIVADA|5|28020|PRIVADO|||EIPR|5|915552068|28012445|www.jardinkinderland.es|Madrid-Capital|008|Madrid|06||4478605.0|441244.0|CALLE|JARDIN KINDERLAND||info@jardinkinderland.es|441258.5|4478568.0|39.73977856002723|1
JARDINES DE INFANCIA TORREJON, S.A.|148||Loeches|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|3|28850|PRIVADO|629262233||CPR INF|22|916766894|28033278|http://escuelainfantillosdelfines.es/|Madrid-Este|004|Torrejón de Ardoz|||4478244.0|459818.0|CTRA|LOS DELFINES||losdelfines1y2@gmail.com|459824.5|4478205.5|39.04484601070928|1
JARDÍN CON ENANITOS, S.L.|903||Descubridores|ESCUELA INFANTIL PRIVADA|1|28760|PRIVADO|653784850||EIPR|48|918045491|28061328|http://www.tujardinconenanitos.es|Madrid-Norte|008|Tres Cantos|||4495721.0|439360.0|SECT|TU JARDIN CON ENANITOS||eitujardinconenanitos@gmail.com|439360.0|4495721.0|0.0|1
JESUS MARIA CAMPOS CONCHA|006||del Marqués de la Valdavia|ESCUELA INFANTIL PRIVADA|1|28100|PRIVADO|650928383||EIPR|129|916625628|28046224|www.eilacomba.es|Madrid-Norte|008|Alcobendas|||4488693.0|444338.0|CALLE|LA COMBA||eilacomba@eilacomba.es|444338.0|4488693.0|0.0|1
JIROMAR EDUCACION, S.L.|148||Londres|ESCUELA INFANTIL PRIVADA|3|28850|PRIVADO|669788187||EIPR|70|916766583|28056953||Madrid-Este|008|Torrejón de Ardoz|||4479092.0|461207.0|CALLE|LA CASA DE LOS DUENDES||lacasadelosduendestorrejon@gmail.com|461207.0|4479092.0|0.0|1
JOISA EDUCA, S.L. UNIPERSONAL|079|Hortaleza|de Mesena|ESCUELA INFANTIL PRIVADA|5|28033|PRIVADO|||EIPR|18|913882377|28062400||Madrid-Capital|008|Madrid|16||4479315.0|443983.0|CALLE|ESCUELA INFANTIL BILINGÜE SUS PEQUEÑOS PASOS-ARTURO SORIA||info@suspequenospasos.es|445212.5|4483081.5|3962.0944587427493|1
JOSE ANTONIO ARROYO BENITO Y ROCIO PATIÑO PRIETO|127||Comunidad de Valencia|ESCUELA INFANTIL PRIVADA|4|28231|PRIVADO|616474895||EIPR|7|916393383|28060750|http://www.escuelacrios.es|Madrid-Oeste|008|Rozas de Madrid, Las|||4482235.0|425315.0|CALLE|CRIOS||info@escuelacrios.es|425315.0|4482235.0|0.0|1
JOSE ARROYO PEREZ|079|Latina|de Ocaña|ESCUELA INFANTIL PRIVADA|5|28047|PRIVADO|917192578||EIPR|112|616474895|28062795||Madrid-Capital|008|Madrid|10||4471018.0|436186.0|CALLE|ALBENIZ 2||ocana@escuelainfantilalbeniz.com|436186.0|4471018.0|0.0|1
JOSEFA PILAR RUIZ LIFANTE|079|San Blas-Canillejas|de Longares|ESCUELA INFANTIL PRIVADA|5|28022|PRIVADO|||EIPR|36|722509730|28060828|https://www.facebook.com/tanucaescuelainfantil/|Madrid-Capital|008|Madrid|20||4475482.0|448313.0|CALLE|TANUCA||tanucaescuelainfantil@gmail.com|448313.0|4475482.0|0.0|1
JUAN JOSE MARCHANTE SERRA|079|Latina|de Escalona|CENTRO AUTORIZADO ELEMENTAL DE MÚSICA|5|28024|PRIVADO|670663116||CAU EL MUS|61|915186414|28039414||Madrid-Capital|137|Madrid|10||4472036.0|435341.0|CALLE|SERRA||musicalserra@gmail.com|435341.0|4472036.0|0.0|1
JUAN XXIII DE ENSEÑANZA S.L.|007||de Madrid|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28921|PRIVADO CONCERTADO|916106371||CPR INF-PRI-SEC|12|916438329|28001046|http://www.villadealcorcon.com|Madrid-Sur|072|Alcorcón||916448058|4466865.0|429720.0|CALLE|CENTRO EDUCATIVO VILLA DE ALCORCON||cc.villadealcorcon.alcorcon@educa.madrid.org|429720.0|4466865.0|0.0|1
JUAN XXIII, S.A.|007||Nueva|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|2|28921|PRIVADO CONCERTADO|916430580||CPR FPE|2|916438326|28039529|http://www.educa.madrid.org/cc.juanxxiii.alcorcon|Madrid-Sur|058|Alcorcón||916438326|4466681.0|429722.0|CALLE|JUAN XXIII||cc.juanxxiii.alcorcon@educa.madrid.org|429722.0|4466681.0|0.0|1
JUANA MARIA PEREZ CALAZA|079|Vicálvaro|del Mercurio|ESCUELA INFANTIL PRIVADA|5|28032|PRIVADO|606081228||EIPR|51|917753742|28062825||Madrid-Capital|008|Madrid|19||4472887.0|448738.0|CALLE|MERLIN||info@escuelamerlin.es|448738.0|4472887.0|0.0|1
JULIA MORENO GONZALEZ|059||Alalpardo|ESCUELA INFANTIL PRIVADA|1|28140|PRIVADO|620307202||EIPR|6|916201870|28058524||Madrid-Norte|008|Fuente el Saz de Jarama|||4498190.0|456695.0|CALLE|LA MARIONETA||july-2222@hotmail.com|456695.0|4498190.0|0.0|1
KATARINA GURSKA|079|Chamartín|del Genil|CENTRO AUTORIZADO PROFESIONAL DE MÚSICA|5|28002|PRIVADO|||CAU PROF MUS|13|915635555|28040180|http://www.katarinagurska.com|Madrid-Capital|138|Madrid|05|915639125|4477839.0|442261.0|CALLE|KATARINA GURSKA||em@katarinagurska.com|442261.0|4477839.0|0.0|1
KENSINGTON SCHOOL S.A.|115||Bularas|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|4|28224|PRIVADO|917154699||CEXTRAN ESP|2|917154797|28026626||Madrid-Oeste|094|Pozuelo de Alarcón||913510901|4477774.0|431321.0|AVDA|KENSINGTON SCHOOL (BRITANICO)||kensington@kensingtonschool.net|431321.0|4477774.0|0.0|1
KIDSCO BALANCE, S.L.|079|Tetuán|de Carlos Trias Bertrán|ESCUELA INFANTIL PRIVADA|5|28020|PRIVADO|917080206||EIPR|7|915550103|28063647|http://kidsco.es|Madrid-Capital|008|Madrid|06|917080207|4478012.0|441165.0|PLAZA|INFANCIA Y EMPRESA KIDSCO AZCA||azca@kidsco.es|441165.0|4478012.0|0.0|1
KING'S COLLEGE S.A.|903||de los Andes|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|1|28760|PRIVADO|||CEXTRAN ESP|35|918034800|28042358|http://www.educa.madrid.org/cpr.kingscollege-soto.trescantos|Madrid-Norte|094|Tres Cantos||918036557|4496098.0|442514.0|PASEO|KING'S COLLEGE (BRITANICO)||sara.fernandez@kings.education|442514.0|4496098.0|0.0|1
KING'S COLLEGE, S.A.|903||de los Andes|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|1|28760|PRIVADO|||CPR ES|35|918034800|28029536|http://www.educa.madrid.org/cpr.kingscollege.trescantos|Madrid-Norte|045|Tres Cantos||918036557|4496098.0|442514.0|PASEO|KING'S COLLEGE||sara.fernandez@kingsgroup.org|442514.0|4496098.0|0.0|1
KING'S INFANT SCHOOL, S.L.|079|Chamartín|de Prieto Ureña|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28016|PRIVADO|669806307||CEXTRAN ESP|9|913505843|28063969|http://madrid-chamartin.kingscollegeschools.org/|Madrid-Capital|094|Madrid|05|913450179|4479585.0|443278.0|CALLE|KING'S INFANT SCHOOL (BRITANICO)||cpr.kingscollege-chamartin.madrid@educa.madrid.org|443278.0|4479585.0|0.0|1
KOALA BEAR, S.L.|074||Irene Fernández|ESCUELA INFANTIL PRIVADA|2|28919|PRIVADO|||EIPR|12|916802385|28046534|http://www.escuelainfantilfantasia.com|Madrid-Sur|008|Leganés||91-6802385|4466043.0|436915.0|CALLE|FANTASIA||escuelaifantasia@gmail.com|436915.0|4466043.0|0.0|1
KYM ESCUELAS, S.L.|172||Francisco de Goya|ESCUELA INFANTIL PRIVADA|3|28810|PRIVADO|609049939||EIPR|24|918793654|28062141||Madrid-Este|008|Villalbilla|||4477662.0|470099.0|CALLE|ASOCIADOS KYM||kymescuelasinfantiles@gmail.com|470099.0|4477662.0|0.0|1
L.I.C.A.E.N.S.A.|113||de Santa Teresa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28320|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|7|916912950|28023716|http://www.santodomingodesilos.org|Madrid-Sur|072|Pinto||916920696|4454574.0|440830.0|CALLE|SANTO DOMINGO DE SILOS||cc.santodomingodesilos.pinto@educa.madrid.org|440830.0|4454574.0|0.0|1
LA CANTOÑA SDAD. COOP. MADRILEÑA LIMITADA|106||Getafe|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28981|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|916986589|28041536|https://sites.google.com/site/colegiotorrenteballester/|Madrid-Sur|072|Parla||916050088|4455050.0|434349.0|CALLE|TORRENTE BALLESTER||cc.torrenteballester.parla@educa.madrid.org|434349.0|4455050.0|0.0|1
LA CASITA DE LA ABUELA GUARDERIA INFANTIL, S.L.|903||del Comercio|ESCUELA INFANTIL PRIVADA|1|28760|PRIVADO|670308893||EIPR|55|918040774|28061808|www.lacasitadelaabuela.com|Madrid-Norte|008|Tres Cantos|||4494675.0|439976.0|CALLE|LA CASITA DE LA ABUELA||lacasita@lacasitadelaabuela.com|439976.0|4494675.0|0.0|1
LA GATITA CURIOSA, S.L.|058||de Francia|ESCUELA INFANTIL PRIVADA|2|28942|PRIVADO|696760858||EIPR|48-50|916074803|28058287||Madrid-Sur|008|Fuenlabrada|||4459764.0|431239.0|CALLE|LA GATITA CURIOSA||lagatitacuriosa@hotmail.es|431239.0|4459764.0|0.0|1
LA JIRAFA, S.L.|079|Hortaleza|de las Sicelidas|ESCUELA INFANTIL PRIVADA|5|28043|PRIVADO|||EIPR|6|913003491|28061067||Madrid-Capital|008|Madrid|16|913003491|4479410.0|445989.0|CALLE|LA JIRAFA||NUEVOSPROYECTOSEI@HOTMAIL.COM|445989.0|4479410.0|0.0|1
LA LEPIOTA, SDAD. COOP. MADRILEÑA|079|Carabanchel|de Elvas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28025|PRIVADO CONCERTADO|633093749|627492714|CPR INF-PRI|2|914606748|28022529|http://www.colegiocervantescarabanchel.es|Madrid-Capital|015|Madrid|11|914608036|4470761.0|438441.0|CALLE|CERVANTES||cc.cervantes.madrid@educa.madrid.org|438441.0|4470761.0|0.0|1
LA MILAGROSA 88, S.L.|092||de Turia|CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA|2|28935|PRIVADO CONCERTADO||675057377|CPR FPE|8|916474451|28049547|http://www.lamilagrosaformacion.es|Madrid-Sur|058|Móstoles||916474054|4463115.0|425879.0|PLAZA|LA MILAGROSA|916474054|cc.lamilagrosa.mostoles@educa.madrid.org|425879.0|4463115.0|0.0|1
LA VUELTA AL SOL BY MONTESSORI, S.L.|083||Cervantes|ESCUELA INFANTIL PRIVADA|3|28880|PRIVADO|||EIPR|50|641247722|28061390||Madrid-Este|008|Meco|||4489649.0|472385.0|AVDA|LA VUELTA AL SOL BY MONTESSORI||montessorilavueltalsol@gmail.com|472385.0|4489649.0|0.0|1
LABORDOC, S.L. UNIPERSONAL|115||San Jorge|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28224|PRIVADO|||CPR INF-PRI-SEC|25|913527250|28048774|www.colegioalarcon.com|Madrid-Oeste|072|Pozuelo de Alarcón||913510885|4477000.0|432070.0|CALLE|ALARCON||secretaria@colegioalar.com|432070.0|4477000.0|0.0|1
LABORDOC, S.L. Unipersonal|115||San Jorge|CENTRO AUTORIZADO ELEMENTAL DE MÚSICA|4|28224|PRIVADO|||CAU EL MUS|25|913527250|28041573|http://www.colegioalar.com|Madrid-Oeste|137|Pozuelo de Alarcón|||4477000.0|432070.0|CALLE|ALARCON||info@colegioalar.com|432070.0|4477000.0|0.0|1
LAGARTIJAS ESCUELA INFANTIL, S.L.|134||Guadalajara|ESCUELA INFANTIL PRIVADA|1|28701|PRIVADO|644396445||EIPR|96|916238983|28062138||Madrid-Norte|008|San Sebastián de los Reyes|||4489779.0|445734.0|PASEO|LAGARTIJAS||lagartijasescuelainfantil@hotmail.es|445734.0|4489779.0|0.0|1
LAGOMAR, SDAD. COOP. MADRILEÑA|161||MAR ADRIÁTICO|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28341|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|5|918083643|28050173|http://www.educa.madrid.org/cc.lagomar.valdemoro|Madrid-Sur|072|Valdemoro||918085724|4447691.0|441734.0|AVDA|LAGOMAR||cc.lagomar.valdemoro@educa.madrid.org|441734.0|4447691.0|0.0|1
LAS ENCINAS DE MATAESPESA, S.L.|010||de Mataespesa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28430|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|45|918579305|28060026|http://www.educa.madrid.org/cc.mataespesa.alpedrete|Madrid-Oeste|072|Alpedrete|||4501597.0|412318.0|AVDA|MATAESPESA||cc.mataespesa.alpedrete@educa.madrid.org|412318.0|4501597.0|0.0|1
LAS TRAVESURAS DE MARIETA, S.L.|115||Huertas|ESCUELA INFANTIL PRIVADA|4|28223|PRIVADO|629444460||EIPR|34|913519493|28062874|http://www.travesurasdemarieta.com|Madrid-Oeste|008|Pozuelo de Alarcón|||4477382.0|431109.0|CMNO|LAS TRAVESURAS DE MARIETA||lastravesurasdemarieta@gmail.com|431109.0|4477382.0|0.0|1
LAURA BARRANCO SANCHEZ|079|Villaverde|ANGOSTA|ESCUELA INFANTIL PRIVADA|5|28021|PRIVADO|646441494||EIPR|3|917961064|28063362|www.escuelainfantilpeques.com|Madrid-Capital|008|Madrid|17||4466199.0|439539.0|CALLE|INFANTIL PEQUES||Lauritta3@hotmail.com|439539.0|4466199.0|0.0|1
LAURA DÍAZ LÓPEZ|010||de la Reina Victoria|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|4|28439|PRIVADO|638563215||CPR INF|11|660925072|28062266||Madrid-Oeste|004|Alpedrete|||4499381.0|413002.0|AVDA|PEQUEÑOS GIRASOLES||administracion@escuelainfantilduendes.com|413002.0|4499381.0|0.0|1
LAURA GONZALEZ COITO Y PATRICIA GARCIA CARTAGENA|079|Ciudad Lineal|de José del Hierro|ESCUELA INFANTIL PRIVADA|5|28027|PRIVADO|699555123|609622403|EIPR|29|913670322|28059139||Madrid-Capital|008|Madrid|15||4476768.0|445256.0|CALLE|JAIZKIBEL||patgarcia88@yahoo.es|445256.0|4476768.0|0.0|1
LAURA ISABEL FERNANDEZ RODRIGUEZ|134||de Colmenar Viejo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|1|28701|PRIVADO CONCERTADO|||CPR INF|22|916527603|28024575||Madrid-Norte|004|San Sebastián de los Reyes|||4488570.0|446647.0|AVDA|MI COLE||cc.micole.sansebastian@educa.madrid.org|446647.0|4488570.0|0.0|1
LAURA LUCAS AROZAMENA|065||Islas Canarias|ESCUELA INFANTIL PRIVADA|2|28905|PRIVADO|640694360||EIPR|137|910820935|28059528||Madrid-Sur|008|Getafe|||4459913.0|435621.0|CALLE|PELONCHINES||alanoamontessori@hotmail.com|435621.0|4459913.0|0.0|1
LAYRA ENSEÑANZA, S.L.|092||Pintor Salvador Dalí|ESCUELA INFANTIL PRIVADA|2|28933|PRIVADO|||EIPR|3|916186163|28060567||Madrid-Sur|008|Móstoles|||4464956.0|426015.0|CALLE|GARABATO||raqueltinocoalonso1@yahoo.es|426015.0|4464956.0|0.0|1
LEGASANFER, S.L.|058||de Turquía|ESCUELA INFANTIL PRIVADA|2|28943|PRIVADO|645861700||EIPR|11|916078568|28060543|http://www.eiarlequin.com|Madrid-Sur|008|Fuenlabrada|||4459093.0|431367.0|CALLE|ARLEQUIN||info@eiarlequin.com|431367.0|4459093.0|0.0|1
LEONIDES CORTE HEREDERO|005||de Giner de los Ríos|ESCUELA INFANTIL PRIVADA|3|28804|PRIVADO|689588824|918823311|EIPR|12|679358418|28046431|http://www.leoleo.es|Madrid-Este|008|Alcalá de Henares|||4481403.0|469591.0|CALLE|LEO LEO|689586919|escuelainfantil@leoleo.es|469591.0|4481403.0|0.0|1
LICEO EUROPEO, S.L.|006||del Camino Sur|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|1|28109|PRIVADO|916500000|916500000|CPR PRI-SEC|10-12|916500000|28000698|http://www.liceo-europeo.es|Madrid-Norte|073|Alcobendas||916500000|4484772.0|445505.0|CALLE|LICEO EUROPEO|916500000|patricia.real@liceo-europeo.edu.es|445505.0|4484772.0|0.0|1
LICEO JUAN DE LA CIERVA, S.L.|065||Tarragona|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|2|28903|PRIVADO CONCERTADO|||CPR INF-PRI|3|916830742|28003021|http://www.educa.madrid.org/cc.liceojuancierva.getafe|Madrid-Sur|015|Getafe||916830742|4462559.0|438656.0|CALLE|LICEO JUAN DE LA CIERVA I||cc.liceojuancierva.getafe@educa.madrid.org|438656.0|4462559.0|0.0|1
LICEO MADARIAGA, S.L.|079|Ciudad Lineal|de Francisco Madariaga|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|11|914061491|28013188|http://www.educa.madrid.org/cc.liceomadariaga.madrid|Madrid-Capital|072|Madrid|15|914061491|4476258.0|445610.0|CALLE|LICEO MADARIAGA||cc.liceomadariaga.madrid@educa.madrid.org|445610.0|4476258.0|0.0|1
LICEO OROQUIETA, SDAD. COOP. MADRILEÑA|079|Villaverde|del Sáhara|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28041|PRIVADO CONCERTADO|||CPR INF-PRI|79|917961495|28008600|http://www.educa.madrid.org/cc.liceooroquieta.madrid|Madrid-Capital|015|Madrid|17|917967558|4467384.0|441251.0|CALLE|LICEO OROQUIETA||cc.liceooroquieta.madrid@educa.madrid.org|441251.0|4467384.0|0.0|1
LICEO ROSALES S.L.|079|Villaverde|de Ignacio Santos Viñuelas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28021|PRIVADO CONCERTADO|917974120||CPR INF-PRI|9|917982959|28044872|http://www.colegioliceorosales.com|Madrid-Capital|015|Madrid|17|917976602|4466788.0|441501.0|CALLE|LICEO ROSALES||cc.liceorosales.madrid@educa.madrid.org|441501.0|4466788.0|0.0|1
LICEO VERSALLES S.L.|079|Villa de Vallecas|del Puerto de Somosierra|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28031|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|9|913325654|28017649|http://www.educa.madrid.org/cc.liceoversalles.madrid|Madrid-Capital|072|Madrid|18|913323151|4469963.0|447173.0|CALLE|LICEO VERSALLES||cc.liceoversalles.madrid@educa.madrid.org|447173.0|4469963.0|0.0|1
LIS, SDAD. COOP. MADRILEÑA|058||de Mónaco|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28943|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|6|916078371|28041342|http://www.educa.madrid.org/cc.albanta.fuenlabrada|Madrid-Sur|072|Fuenlabrada||916070039|4458987.0|431481.0|CALLE|ALBANTA||cc.albanta.fuenlabrada@educa.madrid.org|431481.0|4458987.0|0.0|1
LORCA-SAN PABLO SDAD. COOP. MADRILEÑA|058||de Valencia|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28945|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|15|916902989|28037961|http://www.colegio-fuenlabrada.es|Madrid-Sur|072|Fuenlabrada||916902062|4460468.0|432632.0|CALLE|FUENLABRADA||cc.fuenlabrada.fuenlabrada@educa.madrid.org|432632.0|4460468.0|0.0|1
LOS LAPAZARES,S.L.UNIPERSONAL|079|Puente de Vallecas|de Antonio Durán Tovar|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28053|PRIVADO|||CPR INF|6|914775628|28016219|www.materclem.es|Madrid-Capital|004|Madrid|13|914771327|4471436.0|443795.0|CALLE|LOS LAPAZARES||lapazares@materclem.es|443795.0|4471436.0|0.0|1
LOS PITUFOS DE BEGALDE 2004, S.L.|079|Moratalaz|de Moratalaz|ESCUELA INFANTIL PRIVADA|5|28030|PRIVADO|660276277||EIPR|141|916183104|28037132||Madrid-Capital|008|Madrid|14||4473139.0|444997.0|AVDA|LA CASITA DE LOS PITUFOS II||lacasitadelospitufosmoratalaz2@gmail.com|444997.0|4473139.0|0.0|1
LUCIA CORPA CARPINTERO|079|Villa de Vallecas|de Culla|ESCUELA INFANTIL PRIVADA|5|28031|PRIVADO|||EIPR|5|913324889|28062849|en proceso|Madrid-Capital|008|Madrid|18|913324889|4468993.0|447437.0|CALLE|EL DUENDE AZUL||escuelaelduendeazul@gmail.com|447437.0|4468993.0|0.0|1
LUDOCENTER, S.L.|148||Cantalarrana|ESCUELA INFANTIL PRIVADA|3|28850|PRIVADO|670205099||EIPR|9|916776550|28057635|www.escuelainfantilguireli.com|Madrid-Este|008|Torrejón de Ardoz|||4478630.0|459613.0|CALLE|GUIRELI II||eiguireli@gmail.com|459613.0|4478630.0|0.0|1
